,Web Link,URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy sponsor name,Postcode,Number of warning notices issued in 2022/23 academic year,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Latest ungraded inspection number since last graded inspection,Does the ungraded inspection relate to the URN of the current school?,URN at time of the ungraded inspection,LAESTAB at time of the ungraded inspection,School name at time of the ungraded inspection,School type at time of the ungraded inspection,Number of ungraded inspections since the last graded inspection,Date of latest ungraded inspection,Ungraded inspection publication date,Did the latest ungraded inspection convert to a graded inspection?,Ungraded inspection overall outcome,Number of monitoring and urgent inspections since last graded inspection,Inspection number of latest graded inspection,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Inspection end date,Publication date,Does the latest graded inspection relate to the URN of the current school?,URN at time of latest graded inspection,LAESTAB at time of latest graded inspection,School name at time of latest graded inspection,School type at time of latest graded inspection,Current school type used for chart C6,Overall effectiveness,Category of concern,Quality of education,Behaviour and attitudes,Personal development,Effectiveness of leadership and management,Safeguarding is effective?,Early years provision (where applicable),Sixth form provision (where applicable),Previous inspection number,Previous inspection start date,Previous inspection end date,Previous publication date,Does the previous graded inspection relate to the URN of the current school?,URN at time of previous graded inspection,LAESTAB at time of previous graded inspection,School name at time of previous graded inspection,School type at time of previous graded inspection,Previous graded inspection overall effectiveness,Previous category of concern,Previous quality of education,Previous behaviour and attitudes,Previous personal development,Previous effectiveness of leadership and management,Previous safeguarding is effective?,Previous early years provision (where applicable),Previous sixth form provision (where applicable)
1431,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103162,103162.0,3302014.0,Barford Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",,,,,B16 0EF,,5.0,407.0,3.0,11.0,10240746.0,Yes,103162.0,3302014.0,Barford Primary School,Community School,2.0,22/09/2022,13/11/2022,No,School remains Good (Concerns) - S5 Next,,ITS400591,S5 Inspection,S5 Inspection,Schools - S5,14/11/2012,15/11/2012,05/12/2012,Yes,103162.0,3302014.0,Barford Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS336022,20/01/2010,21/01/2010,08/02/2010,Yes,103162.0,3302014.0,Barford Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,9,2.0,9.0
1432,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103163,103163.0,3302016.0,Beeches Junior School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B42 2PY,,4.0,362.0,7.0,11.0,10278827.0,Yes,103163.0,3302016.0,Beeches Junior School,Community School,2.0,07/06/2023,13/07/2023,No,School remains Good,,ITS427391,S5 Inspection,S5 Inspection,Schools - S5,08/10/2013,09/10/2013,04/11/2013,Yes,103163.0,3302016.0,Beeches Junior School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS336023,25/01/2010,26/01/2010,11/02/2010,Yes,103163.0,3302016.0,Beeches Junior School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1433,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103164,103164.0,3302017.0,Beeches Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B42 2PY,,4.0,270.0,4.0,7.0,10240709.0,Yes,103164.0,3302017.0,Beeches Infant School,Community School,1.0,07/12/2022,24/01/2023,No,School remains Good,,10032717,Maintained Academy and School Short inspection,Section 8 conversion,Schools  Section 8 conversion,27/06/2017,28/06/2017,20/07/2017,Yes,103164.0,3302017.0,Beeches Infant School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS400592,06/02/2013,07/02/2013,04/03/2013,Yes,103164.0,3302017.0,Beeches Infant School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1434,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103172,103172.0,3302030.0,Bordesley Green Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",,,,,B9 5XX,,5.0,681.0,3.0,11.0,,,,,,,,,,,,,10242123,S5 Inspection,S5 Inspection,Schools - S5,21/03/2023,22/03/2023,15/05/2023,Yes,103172.0,3302030.0,Bordesley Green Primary School,Community School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,2.0,9.0,ITS400596,22/05/2013,23/05/2013,17/06/2013,Yes,103172.0,3302030.0,Bordesley Green Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1435,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103178,103178.0,3302040.0,Cherry Orchard Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B20 2LB,,4.0,465.0,3.0,11.0,,,,,,,,,,,,,10256917,S5 Inspection,S5 Inspection,Schools - S5,28/03/2023,29/03/2023,14/06/2023,Yes,103178.0,3302040.0,Cherry Orchard Primary School,Community School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,2.0,9.0,ITS402908,04/10/2012,05/10/2012,02/11/2012,Yes,103178.0,3302040.0,Cherry Orchard Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1436,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103188,103188.0,3302053.0,Colmore Junior School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B14 6AJ,,4.0,478.0,7.0,11.0,10240682.0,Yes,103188.0,3302053.0,Colmore Junior School,Community School,1.0,29/03/2023,22/05/2023,No,School remains Good,,10032629,Exempt School Inspection,Section 8 deemed section 5,Schools - S8 deemed S5,20/06/2017,21/06/2017,18/07/2017,Yes,103188.0,3302053.0,Colmore Junior School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,9.0,9.0,ITS308242,03/10/2007,03/10/2007,31/10/2007,Yes,103188.0,3302053.0,Colmore Junior School,Community School,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0
1437,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103189,103189.0,3302054.0,Colmore Infant and Nursery School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B14 6AJ,,4.0,411.0,3.0,7.0,,,,,,,,,,,,,ITS376841,S5 Inspection,S5 Inspection,Schools - S5,10/10/2011,11/10/2011,02/11/2011,Yes,103189.0,3302054.0,Colmore Infant and Nursery School,Community School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0,ITS286587,04/10/2006,05/10/2006,02/11/2006,Yes,103189.0,3302054.0,Colmore Infant and Nursery School,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1438,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103190,103190.0,3302055.0,Cotteridge Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B30 2HT,,4.0,445.0,3.0,11.0,10282684.0,Yes,103190.0,3302055.0,Cotteridge Primary School,Community School,2.0,26/04/2023,14/06/2023,No,School remains Good,,ITS431115,S5 Inspection,S5 Inspection,Schools - S5,02/07/2014,03/07/2014,03/09/2014,Yes,103190.0,3302055.0,Cotteridge Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS395374,27/06/2012,28/06/2012,18/07/2012,Yes,103190.0,3302055.0,Cotteridge Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,9,8.0,9.0
1439,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103192,103192.0,3302062.0,Anderton Park Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B12 8BL,,5.0,456.0,3.0,11.0,10257007.0,Yes,103192.0,3302062.0,Anderton Park Primary School,Community School,1.0,25/01/2023,09/03/2023,No,School remains Good,,10037892,S5 Inspection,S5 Inspection,Schools - S5,05/12/2017,06/12/2017,24/01/2018,Yes,103192.0,3302062.0,Anderton Park Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS411771,12/06/2013,13/06/2013,04/07/2013,Yes,103192.0,3302062.0,Anderton Park Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1440,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103193,103193.0,3302063.0,Regents Park Community Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",,,,,B10 0NJ,,5.0,499.0,3.0,11.0,10205164.0,Yes,103193.0,3302063.0,Regents Park Community Primary School,Community School,1.0,02/12/2021,23/01/2022,No,School remains Good,,10019995,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,29/11/2016,30/11/2016,18/01/2017,Yes,103193.0,3302063.0,Regents Park Community Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS452280,12/11/2014,13/11/2014,08/12/2014,Yes,103193.0,3302063.0,Regents Park Community Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,9,3.0,9.0
1441,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103196,103196.0,3302067.0,Summerfield Junior and Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",,,,,B18 4AH,,5.0,403.0,3.0,11.0,,,,,,,,,,,,,10227526,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,12/07/2022,13/07/2022,27/09/2022,Yes,103196.0,3302067.0,Summerfield Junior and Infant School,Community School,Maintained school,3.0,,2.0,2.0,2.0,3.0,Yes,3.0,9.0,10047417,09/10/2018,10/10/2018,08/11/2018,Yes,103196.0,3302067.0,Summerfield Junior and Infant School,Community School,3.0,,9.0,9.0,9.0,3.0,Yes,3.0,9.0
1442,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103200,103200.0,3302079.0,George Dixon Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B17 8LE,,4.0,394.0,4.0,11.0,,,,,,,,,,,,1.0,10201029,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,28/09/2021,29/09/2021,25/11/2021,Yes,103200.0,3302079.0,George Dixon Primary School,Community School,Maintained school,3.0,,3.0,3.0,2.0,3.0,Yes,2.0,9.0,10041535,22/11/2017,23/11/2017,15/12/2017,Yes,103200.0,3302079.0,George Dixon Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,Yes,3.0,9.0
1443,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103201,103201.0,3302081.0,Gilbertstone Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Yardley",,,,,B26 1EH,,3.0,425.0,3.0,11.0,10047477.0,Yes,103201.0,3302081.0,Gilbertstone Primary School,Community School,1.0,05/06/2018,25/06/2018,No,School remains Good,,ITS440486,S8 No Formal Designation Visit,Section 8 deemed section 5,Schools - S8 deemed S5,04/03/2014,05/03/2014,25/03/2014,Yes,103201.0,3302081.0,Gilbertstone Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS376844,19/06/2012,20/06/2012,04/07/2012,Yes,103201.0,3302081.0,Gilbertstone Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,8.0,9.0
1444,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103205,103205.0,3302087.0,Grendon Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B14 4RB,,5.0,341.0,4.0,11.0,10088417.0,Yes,103205.0,3302087.0,Grendon Primary School,Community School,1.0,11/07/2019,10/09/2019,No,School remains Good,,ITS461817,S5 Inspection,S5 Inspection,Schools - S5,21/04/2015,22/04/2015,13/05/2015,Yes,103205.0,3302087.0,Grendon Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0,ITS376846,19/10/2011,20/10/2011,10/11/2011,Yes,103205.0,3302087.0,Grendon Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1445,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103208,103208.0,3302091.0,Gunter Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B24 0RU,,5.0,205.0,4.0,11.0,,,,,,,,,,,,,10211133,S5 Inspection,S5 Inspection,Schools - S5,10/05/2022,11/05/2022,29/06/2022,Yes,103208.0,3302091.0,Gunter Primary School,Community School,Maintained school,3.0,,3.0,3.0,2.0,3.0,Yes,3.0,9.0,ITS395378,23/04/2012,24/04/2012,10/05/2012,Yes,103208.0,3302091.0,Gunter Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,8.0,9.0
1446,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103209,103209.0,3302092.0,Hall Green Junior School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B28 9AJ,,3.0,482.0,7.0,11.0,10199980.0,Yes,103209.0,3302092.0,Hall Green Junior School,Community School,2.0,04/11/2021,06/12/2021,No,School remains Good,,ITS376847,S5 Inspection,S5 Inspection,Schools - S5,08/12/2011,09/12/2011,11/01/2012,Yes,103209.0,3302092.0,Hall Green Junior School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS286591,06/03/2007,06/03/2007,27/03/2007,Yes,103209.0,3302092.0,Hall Green Junior School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1447,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103210,103210.0,3302093.0,Hall Green Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B28 0AR,,3.0,409.0,3.0,7.0,10256999.0,Yes,103210.0,3302093.0,Hall Green Infant School,Community School,1.0,08/02/2023,22/03/2023,No,School remains Good,,10043601,S8 No Formal Designation Visit,Section 8 deemed section 5,Schools - S8 deemed S5,22/11/2017,23/11/2017,15/12/2017,Yes,103210.0,3302093.0,Hall Green Infant School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS427133,20/11/2013,21/11/2013,06/12/2013,Yes,103210.0,3302093.0,Hall Green Infant School,Community School,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0
1448,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103213,103213.0,3302097.0,Story Wood School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B23 5AJ,,5.0,233.0,3.0,11.0,,,,,,,,,,,,,ITS433144,S5 Inspection,S5 Inspection,Schools - S5,11/12/2013,12/12/2013,21/01/2014,Yes,103213.0,3302097.0,Story Wood School,Community School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS376848,26/09/2011,27/09/2011,13/10/2011,Yes,103213.0,3302097.0,Story Wood School,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1449,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103214,103214.0,3302099.0,Hawthorn Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B44 8QR,,5.0,227.0,3.0,11.0,,,,,,,,,,,,,10199611,S5 Inspection,S5 Inspection,Schools - S5,16/11/2021,17/11/2021,13/01/2022,Yes,103214.0,3302099.0,Hawthorn Primary School,Community School,Maintained school,3.0,,3.0,2.0,2.0,3.0,Yes,3.0,9.0,10002521,28/01/2016,29/01/2016,12/02/2016,Yes,103214.0,3302099.0,Hawthorn Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0
1450,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103217,103217.0,3302108.0,Ward End Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",,,,,B8 2RA,,5.0,897.0,3.0,11.0,,,,,,,,,,,,1.0,ITS402909,S5 Inspection,S5 Inspection,Schools - S5,22/11/2012,23/11/2012,06/12/2012,Yes,103217.0,3302108.0,Ward End Primary School,Community School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS308254,29/04/2008,29/04/2008,15/05/2008,Yes,103217.0,3302108.0,Ward End Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1451,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103221,103221.0,3302115.0,Kingsland Primary School (NC),Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B44 9NA,,5.0,340.0,3.0,11.0,,,,,,,,,,,,,10240273,S5 Inspection,S5 Inspection,Schools - S5,18/01/2023,19/01/2023,08/03/2023,Yes,103221.0,3302115.0,Kingsland Primary School (NC),Community School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,1.0,9.0,ITS376852,21/11/2011,22/11/2011,09/12/2011,Yes,103221.0,3302115.0,Kingsland Primary School (NC),Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1452,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103223,103223.0,3302119.0,Lakey Lane Junior and Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Yardley",,,,,B28 8RY,,4.0,454.0,3.0,11.0,10047463.0,Yes,103223.0,3302119.0,Lakey Lane Junior and Infant School,Community School,1.0,15/11/2018,12/12/2018,No,School remains Good,,ITS440488,S8 No Formal Designation Visit,Section 8 deemed section 5,Schools - S8 deemed S5,11/02/2014,12/02/2014,07/03/2014,Yes,103223.0,3302119.0,Lakey Lane Junior and Infant School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS376854,14/11/2011,15/11/2011,05/12/2011,Yes,103223.0,3302119.0,Lakey Lane Junior and Infant School,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1453,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103227,103227.0,3302127.0,Lozells Junior and Infant School and Nursery,Primary,Community School,,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Ladywood",,,,,B19 2EP,,5.0,463.0,3.0,11.0,,,,,,,,,,,,,10052846,Exempt School Inspection,Section 8 deemed section 5,Schools - S8 deemed S5,05/03/2019,06/03/2019,26/03/2019,Yes,103227.0,3302127.0,Lozells Junior and Infant School and Nursery,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS453205,19/03/2015,20/03/2015,24/04/2015,Yes,103227.0,3302127.0,Lozells Junior and Infant School and Nursery,Community School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1454,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103228,103228.0,3302128.0,Lyndon Green Junior School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Yardley",,,,,B26 1LU,,4.0,368.0,7.0,11.0,,,,,,,,,,,,,10088596,S5 Inspection,S5 Inspection,Schools - S5,10/09/2019,11/09/2019,03/10/2019,Yes,103228.0,3302128.0,Lyndon Green Junior School,Community School,Maintained school,3.0,,3.0,2.0,2.0,3.0,Yes,9.0,9.0,ITS461822,07/07/2015,08/07/2015,11/09/2015,Yes,103228.0,3302128.0,Lyndon Green Junior School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1455,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103229,103229.0,3302129.0,Lyndon Green Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Yardley",,,,,B26 1LZ,,4.0,282.0,5.0,7.0,10047580.0,Yes,103229.0,3302129.0,Lyndon Green Infant School,Community School,1.0,06/11/2018,20/11/2018,No,School remains Good,,ITS448244,S5 Inspection,S5 Inspection,Schools - S5,07/10/2014,08/10/2014,24/10/2014,Yes,103229.0,3302129.0,Lyndon Green Infant School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0,ITS336036,07/12/2009,08/12/2009,11/01/2010,Yes,103229.0,3302129.0,Lyndon Green Infant School,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1456,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103233,103233.0,3302133.0,Marsh Hill Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B23 7HY,,5.0,412.0,4.0,11.0,,,,,,,,,,,,,10047462,Requires Improvement S5 Reinspection Visit 2,Requires Improvement S5 Reinspection Visit 2,Schools - S5,19/06/2018,20/06/2018,16/07/2018,Yes,103233.0,3302133.0,Marsh Hill Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,1.0,9.0,10002513,24/05/2016,25/05/2016,24/06/2016,Yes,103233.0,3302133.0,Marsh Hill Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,Yes,2.0,9.0
