,Web Link,URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy sponsor name,Postcode,Number of warning notices issued in 2022/23 academic year,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Latest ungraded inspection number since last graded inspection,Does the ungraded inspection relate to the URN of the current school?,URN at time of the ungraded inspection,LAESTAB at time of the ungraded inspection,School name at time of the ungraded inspection,School type at time of the ungraded inspection,Number of ungraded inspections since the last graded inspection,Date of latest ungraded inspection,Ungraded inspection publication date,Did the latest ungraded inspection convert to a graded inspection?,Ungraded inspection overall outcome,Number of monitoring and urgent inspections since last graded inspection,Inspection number of latest graded inspection,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Inspection end date,Publication date,Does the latest graded inspection relate to the URN of the current school?,URN at time of latest graded inspection,LAESTAB at time of latest graded inspection,School name at time of latest graded inspection,School type at time of latest graded inspection,Current school type used for chart C6,Overall effectiveness,Category of concern,Quality of education,Behaviour and attitudes,Personal development,Effectiveness of leadership and management,Safeguarding is effective?,Early years provision (where applicable),Sixth form provision (where applicable),Previous inspection number,Previous inspection start date,Previous inspection end date,Previous publication date,Does the previous graded inspection relate to the URN of the current school?,URN at time of previous graded inspection,LAESTAB at time of previous graded inspection,School name at time of previous graded inspection,School type at time of previous graded inspection,Previous graded inspection overall effectiveness,Previous category of concern,Previous quality of education,Previous behaviour and attitudes,Previous personal development,Previous effectiveness of leadership and management,Previous safeguarding is effective?,Previous early years provision (where applicable),Previous sixth form provision (where applicable)
1472,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103265,103265.0,3302189.0,Ladypool Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B11 1QT,,5.0,321.0,3.0,11.0,10240170.0,Yes,103265.0,3302189.0,Ladypool Primary School,Community School,1.0,25/05/2023,05/07/2023,No,School remains Good,1.0,10032583,Requires Improvement S5 Reinspection Visit 2,Requires Improvement S5 Reinspection Visit 2,Schools - S5,03/05/2017,04/05/2017,05/06/2017,Yes,103265.0,3302189.0,Ladypool Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS461402,11/03/2015,12/03/2015,14/04/2015,Yes,103265.0,3302189.0,Ladypool Primary School,Community School,3.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1473,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103266,103266.0,3302190.0,Sundridge Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B44 9NY,,5.0,164.0,4.0,11.0,,,,,,,,,,,,,10211097,S5 Inspection,S5 Inspection,Schools - S5,07/12/2021,08/12/2021,27/01/2022,Yes,103266.0,3302190.0,Sundridge Primary School,Community School,Maintained school,3.0,,3.0,2.0,2.0,3.0,Yes,3.0,9.0,10012382,13/12/2016,14/12/2016,19/01/2017,Yes,103266.0,3302190.0,Sundridge Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0
1474,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103267,103267.0,3302191.0,Court Farm Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B23 5NS,,5.0,231.0,3.0,11.0,,,,,,,,,,,,,10122508,S5 Inspection,S5 Inspection,Schools - S5,26/11/2019,27/11/2019,16/12/2019,Yes,103267.0,3302191.0,Court Farm Primary School,Community School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,2.0,9.0,10010461,18/05/2016,19/05/2016,16/06/2016,Yes,103267.0,3302191.0,Court Farm Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0
1475,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103268,103268.0,3302192.0,Thornton Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hodge Hill",,,,,B8 2LQ,,5.0,534.0,7.0,11.0,10256977.0,Yes,103268.0,3302192.0,Thornton Primary School,Community School,1.0,24/05/2023,03/07/2023,No,School remains Good,,10037158,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,17/10/2017,18/10/2017,09/11/2017,Yes,103268.0,3302192.0,Thornton Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,9.0,9.0,10008006,06/10/2015,07/10/2015,06/11/2015,Yes,103268.0,3302192.0,Thornton Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,Yes,3.0,9.0
1476,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103279,103279.0,3302225.0,World's End Junior School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B32 2SA,,5.0,357.0,7.0,11.0,10240692.0,Yes,103279.0,3302225.0,World's End Junior School,Community School,2.0,12/07/2023,17/09/2023,No,School remains Good,,ITS404863,S5 Inspection,S5 Inspection,Schools - S5,16/01/2013,17/01/2013,04/02/2013,Yes,103279.0,3302225.0,World's End Junior School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS355353,19/01/2011,20/01/2011,14/02/2011,Yes,103279.0,3302225.0,World's End Junior School,Community School,3.0,,9.0,9.0,9.0,3.0,9,9.0,9.0
1477,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103281,103281.0,3302227.0,Yardley Wood Community Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B14 4ER,,5.0,441.0,3.0,11.0,10047457.0,Yes,103281.0,3302227.0,Yardley Wood Community Primary School,Community School,1.0,22/05/2018,13/06/2018,No,School remains Good,,ITS431110,S5 Inspection,S5 Inspection,Schools - S5,05/02/2014,06/02/2014,03/03/2014,Yes,103281.0,3302227.0,Yardley Wood Community Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0,ITS376868,30/04/2012,01/05/2012,22/05/2012,Yes,103281.0,3302227.0,Yardley Wood Community Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,9,8.0,9.0
1478,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103284,103284.0,3302231.0,Yorkmead Junior and Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B28 8BB,,4.0,458.0,3.0,11.0,10256974.0,Yes,103284.0,3302231.0,Yorkmead Junior and Infant School,Community School,1.0,14/07/2023,26/09/2023,No,School remains Good,,10025258,Maintained Academy and School Short inspection,Section 8 conversion,Schools  Section 8 conversion,11/10/2017,12/10/2017,13/11/2017,Yes,103284.0,3302231.0,Yorkmead Junior and Infant School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS404865,20/03/2013,21/03/2013,19/04/2013,Yes,103284.0,3302231.0,Yorkmead Junior and Infant School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1479,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103286,103286.0,3302236.0,Broadmeadow Junior School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B30 3QJ,,5.0,219.0,7.0,11.0,,,,,,,,,,,,,10042884,S5 Inspection,S5 Inspection,Schools - S5,25/04/2018,26/04/2018,22/05/2018,Yes,103286.0,3302236.0,Broadmeadow Junior School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,9.0,9.0,ITS456273,24/03/2015,25/03/2015,24/04/2015,Yes,103286.0,3302236.0,Broadmeadow Junior School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1480,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103288,103288.0,3302238.0,Broadmeadow Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B30 3QJ,,5.0,184.0,3.0,7.0,,,,,,,,,,,,,10242170,S5 Inspection,S5 Inspection,Schools - S5,28/03/2023,29/03/2023,04/07/2023,Yes,103288.0,3302238.0,Broadmeadow Infant School,Community School,Maintained school,4.0,SM,3.0,3.0,4.0,4.0,Yes,3.0,9.0,ITS400603,27/02/2013,28/02/2013,15/03/2013,Yes,103288.0,3302238.0,Broadmeadow Infant School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1481,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103289,103289.0,3302239.0,Bellfield Infant School (NC),Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",,,,,B31 1PT,,5.0,188.0,3.0,7.0,,,,,,,,,,,,,10058463,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,12/03/2019,13/03/2019,02/05/2019,Yes,103289.0,3302239.0,Bellfield Infant School (NC),Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,10000806,02/11/2016,03/11/2016,08/12/2016,Yes,103289.0,3302239.0,Bellfield Infant School (NC),Community School,3.0,,9.0,9.0,9.0,3.0,Yes,3.0,9.0
1482,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103291,103291.0,3302241.0,Bellfield Junior School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",,,,,B31 1PT,,5.0,295.0,7.0,11.0,,,,,,,,,,,,,10227943,S5 Inspection,S5 Inspection,Schools - S5,29/06/2022,30/06/2022,21/09/2022,Yes,103291.0,3302241.0,Bellfield Junior School,Community School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,9.0,9.0,ITS400604,16/10/2012,17/10/2012,09/11/2012,Yes,103291.0,3302241.0,Bellfield Junior School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1483,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103295,103295.0,3302245.0,Welsh House Farm Community School and Special Needs Resources Base,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B32 2NG,,5.0,231.0,3.0,11.0,,,,,,,,,,,,,10047411,S5 Inspection,S5 Inspection,Schools - S5,13/11/2018,14/11/2018,14/01/2019,Yes,103295.0,3302245.0,Welsh House Farm Community School and Special Needs Resources Base,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS427125,05/12/2013,06/12/2013,21/01/2014,Yes,103295.0,3302245.0,Welsh House Farm Community School and Special Needs Resources Base,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1484,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103296,103296.0,3302246.0,The Meadows Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",,,,,B31 2SW,,5.0,616.0,5.0,11.0,,,,,,,,,,,,,10132950,S5 Inspection,S5 Inspection,Schools - S5,21/01/2020,22/01/2020,13/02/2020,Yes,103296.0,3302246.0,The Meadows Primary School,Community School,Maintained school,3.0,,3.0,2.0,3.0,3.0,Yes,2.0,9.0,10012383,28/06/2016,29/06/2016,12/09/2016,Yes,103296.0,3302246.0,The Meadows Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0
1485,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103298,103298.0,3302251.0,Chilcote Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B28 0PB,,2.0,443.0,3.0,11.0,,,,,,,,,,,,,ITS440490,Exempt School Inspection,Section 8 deemed section 5,Schools - S8 deemed S5,27/03/2014,28/03/2014,29/04/2014,Yes,103298.0,3302251.0,Chilcote Primary School,Community School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS286621,12/10/2006,12/10/2006,06/11/2006,Yes,103298.0,3302251.0,Chilcote Primary School,Community School,1.0,,9.0,9.0,9.0,1.0,9,2.0,9.0
1486,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103300,103300.0,3302254.0,Blakesley Hall Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Yardley",,,,,B33 8TH,,5.0,582.0,4.0,11.0,,,,,,,,,,,,1.0,10042885,S5 Inspection,S5 Inspection,Schools - S5,04/07/2018,05/07/2018,10/09/2018,Yes,103300.0,3302254.0,Blakesley Hall Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,ITS440491,05/02/2014,06/02/2014,03/03/2014,Yes,103300.0,3302254.0,Blakesley Hall Primary School,Community School,2.0,,9.0,9.0,9.0,1.0,9,9.0,9.0
1487,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103310,103310.0,3302278.0,Woodgate Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B32 3PN,,5.0,401.0,4.0,11.0,,,,,,,,,,,,,10088466,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,25/06/2019,26/06/2019,16/07/2019,Yes,103310.0,3302278.0,Woodgate Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,10025219,09/02/2017,10/02/2017,29/03/2017,Yes,103310.0,3302278.0,Woodgate Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,Yes,3.0,9.0
1488,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103313,103313.0,3302284.0,Deykin Avenue Junior and Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B6 7BU,,5.0,198.0,4.0,11.0,,,,,,,,,,,,,10268368,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,21/03/2023,22/03/2023,12/09/2023,Yes,103313.0,3302284.0,Deykin Avenue Junior and Infant School,Community School,Maintained school,4.0,SM,4.0,3.0,3.0,4.0,Yes,3.0,9.0,10088584,22/10/2019,23/10/2019,21/11/2019,Yes,103313.0,3302284.0,Deykin Avenue Junior and Infant School,Community School,3.0,,3.0,2.0,2.0,3.0,Yes,3.0,9.0
1489,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103314,103314.0,3302288.0,Hollywood Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B14 4TG,,4.0,402.0,4.0,11.0,,,,,,,,,,,,,10088467,Requires Improvement S5 Reinspection Visit 2,Requires Improvement S5 Reinspection Visit 2,Schools - S5,11/06/2019,12/06/2019,01/07/2019,Yes,103314.0,3302288.0,Hollywood Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,10019999,15/11/2016,16/11/2016,10/01/2017,Yes,103314.0,3302288.0,Hollywood Primary School,Community School,3.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0
1490,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103315,103315.0,3302289.0,Cofton Primary School,Primary,Foundation School,,Non-selective,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Northfield",,,,,B31 4ST,,4.0,396.0,4.0,11.0,,,,,,,,,,,,,10080835,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,15/01/2020,16/01/2020,05/02/2020,Yes,103315.0,3302289.0,Cofton Primary School,Foundation School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,2.0,9.0,10043147,28/11/2017,29/11/2017,20/12/2017,Yes,103315.0,3302289.0,Cofton Primary School,Foundation School,3.0,,9.0,9.0,9.0,3.0,Yes,2.0,9.0
1491,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103317,103317.0,3302293.0,William Murdoch Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B21 9NT,1.0,5.0,647.0,3.0,11.0,,,,,,,,,,,,,10213021,S5 Inspection,S5 Inspection,Schools - S5,21/06/2022,22/06/2022,21/09/2022,Yes,103317.0,3302293.0,William Murdoch Primary School,Community School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,2.0,9.0,ITS462677,28/04/2015,29/04/2015,19/05/2015,Yes,103317.0,3302293.0,William Murdoch Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,9.0,9.0
1492,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103318,103318.0,3302294.0,Featherstone Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",,,,,B23 6PR,,5.0,417.0,4.0,11.0,,,,,,,,,,,,,10241304,S5 Inspection,S5 Inspection,Schools - S5,13/12/2022,14/12/2022,06/02/2023,Yes,103318.0,3302294.0,Featherstone Primary School,Community School,Maintained school,2.0,,2.0,1.0,1.0,2.0,Yes,2.0,9.0,10002515,18/11/2015,19/11/2015,08/12/2015,Yes,103318.0,3302294.0,Featherstone Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0
1493,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103320,103320.0,3302296.0,Glenmead Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B44 8UQ,,4.0,316.0,4.0,11.0,,,,,,,,,,,,,10227525,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,14/06/2022,15/06/2022,21/09/2022,Yes,103320.0,3302296.0,Glenmead Primary School,Community School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,2.0,9.0,10052847,09/10/2018,10/10/2018,20/11/2018,Yes,103320.0,3302296.0,Glenmead Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,Yes,2.0,9.0
1494,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103324,103324.0,3302300.0,Arden Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",,,,,B11 4SF,,5.0,697.0,3.0,11.0,,,,,,,,,,,,,10058649,Exempt School Inspection,Section 8 deemed section 5,Schools - S8 deemed S5,26/02/2019,27/02/2019,26/03/2019,Yes,103324.0,3302300.0,Arden Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,1.0,Yes,1.0,9.0,ITS412123,02/07/2013,03/07/2013,17/07/2013,Yes,103324.0,3302300.0,Arden Primary School,Community School,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0
1495,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103326,103326.0,3302306.0,Water Mill Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B29 6TS,,4.0,200.0,4.0,11.0,,,,,,,,,,,,,10227372,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,24/05/2022,25/05/2022,11/07/2022,Yes,103326.0,3302306.0,Water Mill Primary School,Community School,Maintained school,2.0,,2.0,2.0,1.0,2.0,Yes,2.0,9.0,10042886,10/07/2018,11/07/2018,17/09/2018,Yes,103326.0,3302306.0,Water Mill Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,Yes,2.0,9.0
1496,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103328,103328.0,3302308.0,Welford Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",,,,,B20 2BL,,5.0,446.0,3.0,11.0,,,,,,,,,,,,,10088468,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,09/07/2019,10/07/2019,08/09/2019,Yes,103328.0,3302308.0,Welford Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,2.0,9.0,10025370,24/01/2017,25/01/2017,27/02/2017,Yes,103328.0,3302308.0,Welford Primary School,Community School,3.0,,9.0,9.0,9.0,3.0,Yes,3.0,9.0
1497,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103332,103332.0,3302312.0,Chad Vale Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B15 3JU,,2.0,421.0,4.0,11.0,10047575.0,Yes,103332.0,3302312.0,Chad Vale Primary School,Community School,1.0,19/04/2018,15/05/2018,No,School remains Good,,ITS444256,Exempt School Inspection,Section 8 deemed section 5,Schools - S8 deemed S5,01/10/2014,02/10/2014,21/10/2014,Yes,103332.0,3302312.0,Chad Vale Primary School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0,ITS336060,12/07/2010,13/07/2010,28/07/2010,Yes,103332.0,3302312.0,Chad Vale Primary School,Community School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1498,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103334,103334.0,3302314.0,Woodthorpe Junior and Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",,,,,B14 6ET,,4.0,209.0,4.0,11.0,,,,,,,,,,,,,ITS376879,S5 Inspection,S5 Inspection,Schools - S5,01/02/2012,02/02/2012,27/02/2012,Yes,103334.0,3302314.0,Woodthorpe Junior and Infant School,Community School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,8.0,9.0,ITS286632,13/12/2006,14/12/2006,17/01/2007,Yes,103334.0,3302314.0,Woodthorpe Junior and Infant School,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1499,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103337,103337.0,3302317.0,World's End Infant and Nursery School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B32 2SA,,5.0,330.0,3.0,7.0,,,,,,,,,,,,,10032628,Exempt School Inspection,Section 8 deemed section 5,Schools - S8 deemed S5,09/05/2017,10/05/2017,05/06/2017,Yes,103337.0,3302317.0,World's End Infant and Nursery School,Community School,Maintained school,2.0,,9.0,9.0,9.0,2.0,Yes,1.0,9.0,ITS308283,20/11/2007,20/11/2007,11/12/2007,Yes,103337.0,3302317.0,World's End Infant and Nursery School,Community School,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0
1500,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103339,103339.0,3302321.0,Kitwell Primary School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,"Birmingham, Edgbaston",,,,,B32 4DL,,5.0,206.0,4.0,11.0,,,,,,,,,,,,,10130356,S5 Inspection,S5 Inspection,Schools - S5,12/11/2019,13/11/2019,01/12/2019,Yes,103339.0,3302321.0,Kitwell Primary School,Community School,Maintained school,3.0,,3.0,2.0,2.0,3.0,Yes,2.0,9.0,ITS367357,28/06/2011,29/06/2011,18/07/2011,Yes,103339.0,3302321.0,Kitwell Primary School,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1501,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103341,103341.0,3302401.0,Boldmere Junior School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Sutton Coldfield,,,,,B73 5SD,,2.0,368.0,7.0,11.0,,,,,,,,,,,,,ITS376880,S5 Inspection,S5 Inspection,Schools - S5,12/09/2011,13/09/2011,03/10/2011,Yes,103341.0,3302401.0,Boldmere Junior School,Community School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,9.0,9.0,ITS323804,26/03/2009,27/03/2009,27/04/2009,Yes,103341.0,3302401.0,Boldmere Junior School,Community School,3.0,,9.0,9.0,9.0,3.0,9,9.0,9.0
1502,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103342,103342.0,3302402.0,Boldmere Infant School and Nursery,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Sutton Coldfield,,,,,B73 5SD,,2.0,333.0,3.0,7.0,,,,,,,,,,,,,ITS376881,S5 Inspection,S5 Inspection,Schools - S5,15/11/2011,16/11/2011,05/12/2011,Yes,103342.0,3302402.0,Boldmere Infant School and Nursery,Community School,Maintained school,1.0,,9.0,9.0,9.0,1.0,9,1.0,9.0,ITS286633,05/12/2006,06/12/2006,13/01/2007,Yes,103342.0,3302402.0,Boldmere Infant School and Nursery,Community School,2.0,,9.0,9.0,9.0,2.0,9,2.0,9.0
1503,http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/103345,103345.0,3302406.0,Minworth Junior and Infant School,Primary,Community School,,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Sutton Coldfield,,,,,B76 9BU,,5.0,203.0,4.0,11.0,,,,,,,,,,,,,10111664,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,03/12/2019,04/12/2019,09/01/2020,Yes,103345.0,3302406.0,Minworth Junior and Infant School,Community School,Maintained school,2.0,,2.0,2.0,2.0,2.0,Yes,2.0,9.0,10032756,29/06/2017,30/06/2017,04/09/2017,Yes,103345.0,3302406.0,Minworth Junior and Infant School,Community School,3.0,,9.0,9.0,9.0,3.0,Yes,2.0,9.0
